Publication Date,News Source,Full News Article Text,Speech Full Text,Bond Yield (10Y Treasury),Fiscal Deficit (%),Unemployment Rate,Consumer Confidence Index,Crude Oil Prices (USD/Barrel),Gold Prices (USD/Oz),S&P 500 Change (%),VIX Value,Stock Market Index,Stock Market Return (%),Market Trading Volume,Twitter Discussions,Trending Keywords & Hashtags,Google Search Trends,Event Type,Foreign Exchange Rate,GDP Growth (%),Interest Rate (%),Inflation Rate (%),Sector Impact,Stock Market Before News (%),Stock Market After News (%),News Sentiment,News Sentiment Score,Speech Sentiment,Speech Sentiment Score,Trending_Negative,Trending_Positive,SearchTrends_Negative,SearchTrends_Positive,News_Polarity,News_Subjectivity,Speech_Polarity,Speech_Subjectivity,Combined_Text,Topic,Topic Name,Topic Words,Event_Type_Mean,Predicted_GDP
2022-07-21,CNBC,Federal Reserve signals potential rate hike to combat inflation pressures.,"Consumer confidence may decline if inflation persists, affecting market stability.",-0.9033087939891378,4.73,0.2009513761620792,89.9,-0.1327283532464249,-0.4131923261829976,-2.48,21.56,NIFTY 50,1.88,25683337.0,Trending on Twitter: #Recession,Market Volatility,Interest Rate Forecast,Geopolitical Event,0.0199153709387476,1.236561974894119,-1.2860492108901431,-1.114018615159589,Finance,-0.65,1.24,positive,-0.3401840797945281,negative,0.9654151201248168,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,"Federal Reserve signals potential rate hike to combat inflation pressures. Consumer confidence may decline if inflation persists, affecting market stability.",12.0,signals,"signals, reserve, pressures, potential, federal, combat, hike, rate, to, inflation",255.35009491903963,
2022-07-22,Financial Times,India’s fiscal deficit widens as government spending increases to boost growth.,Rising bond yields indicate market expectations of an interest rate hike.,-1.2384517337057537,7.06,-0.070751403938082,80.6,-0.9380898615662232,-0.2944401516459964,1.31,39.93,NIFTY 50,1.17,21736776.0,Trending on Twitter: #OilPrices,Market Volatility,Gold Price Trends,Geopolitical Event,0.384326245779098,1.3300428556715214,0.5517648233941723,1.7099614717314475,Energy,-1.16,-1.03,positive,0.8242669201582642,positive,0.9150083661079408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India’s fiscal deficit widens as government spending increases to boost growth. Rising bond yields indicate market expectations of an interest rate hike.,4.0,bond,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",255.35009491903963,
2022-07-23,CNBC,Stock markets tumble amid fears of an economic slowdown and recession risks.,There is a possibility that economic recession might occur if growth slows further.,-0.3381657976042558,4.94,0.8584721040044707,51.5,-1.1379375276080743,-0.9241495877105446,4.34,30.41,NIFTY 50,0.1,29423080.0,Trending on Twitter: #InterestRateHike,Market Volatility,Interest Rate Forecast,Geopolitical Event,0.0625163262913319,0.734881248055393,1.4043589630106073,1.1463520006082364,Energy,4.5,-1.05,negative,0.8341544318624605,negative,0.9595176577568054,0.0,0.0,0.0,0.6,0.2,0.2,0.1,0.35,Stock markets tumble amid fears of an economic slowdown and recession risks. There is a possibility that economic recession might occur if growth slows further.,6.0,recession,"tumble, fears, slowdown, stock, markets, amid, an, economic, recession, and",255.35009491903963,
2022-07-24,Bloomberg,Federal Reserve signals potential rate hike to combat inflation pressures.,"The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",-0.6667373071303498,8.73,-0.1848665715801499,64.9,0.7312879182174674,-0.6289496066680934,4.04,38.74,NIFTY 50,-0.24,48415832.0,Trending on Twitter: #OilPrices,Inflation Surge,Interest Rate Forecast,Geopolitical Event,0.1177824305325221,0.7193011012591594,0.889013171953562,-0.8440793421479458,Energy,-0.66,0.16,positive,-0.3401840797945281,negative,0.5345921516418457,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,"Federal Reserve signals potential rate hike to combat inflation pressures. The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",8.0,signals,"signals, reserve, pressures, potential, federal, combat, hike, rate, to, inflation",255.35009491903963,
2022-07-25,CNBC,Federal Reserve signals potential rate hike to combat inflation pressures.,There is a possibility that economic recession might occur if growth slows further.,-0.2198800541748621,5.38,-0.260943350008195,67.4,-1.3553464999804932,1.0397425062834482,0.3,31.7,S&P 500,1.23,32441809.0,Trending on Twitter: #Recession,Economic Slowdown,Stock Market News,Central Bank Speech,0.3284844529520618,0.4887149286749001,-0.2212538631913955,1.692163277906504,Healthcare,3.51,-3.32,positive,-0.3401840797945281,negative,0.9595176577568054,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.35,Federal Reserve signals potential rate hike to combat inflation pressures. There is a possibility that economic recession might occur if growth slows further.,19.0,signals,"signals, reserve, pressures, potential, federal, combat, hike, rate, to, inflation",252.586874298541,
2022-07-26,Reuters,India’s fiscal deficit widens as government spending increases to boost growth.,"The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",0.2072629082090601,8.31,-0.2229049607941722,70.2,1.628670671709437,1.1167798492544554,-2.43,19.64,S&P 500,0.69,20342786.0,Trending on Twitter: #OilPrices,Interest Rate Hike,Gold Price Trends,Economic Report,0.4971612086048618,0.990395655513626,0.5782899744044612,1.3065357450327284,Healthcare,1.88,2.9,positive,0.8242669201582642,negative,0.5345921516418457,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,"India’s fiscal deficit widens as government spending increases to boost growth. The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",0.0,adjust,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",253.5424904214559,
2022-07-27,Reuters,Global inflation concerns rise as central banks consider interest rate hikes.,Rising bond yields indicate market expectations of an interest rate hike.,-0.3447372277947781,3.45,0.7986974923824346,112.8,1.6564175357117323,-1.5770888470405169,-3.5,22.89,S&P 500,-1.81,34927393.0,Trending on Twitter: #StockMarketCrash,Economic Slowdown,Recession Risks,Market Shock,0.1436884168955803,-0.044126091756293,-0.3690368473915779,-0.7402565448357753,Healthcare,1.44,-2.85,negative,-1.6532702115706648,positive,0.9150083661079408,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,Global inflation concerns rise as central banks consider interest rate hikes. Rising bond yields indicate market expectations of an interest rate hike.,5.0,rate,"rise, global, hikes, banks, consider, central, concerns, rate, as, interest",250.6457613168724,
2022-07-28,Reuters,Stock markets tumble amid fears of an economic slowdown and recession risks.,We acknowledge the growing fiscal deficit and the risks associated with it.,-1.5210232318981944,5.95,0.0542318749079923,89.5,-0.6542991512642621,-0.6109588499263611,0.37,26.14,NIFTY 50,2.8,7018157.0,Trending on Twitter: #StockMarketCrash,Economic Slowdown,Gold Price Trends,Economic Report,0.2720669715391796,0.8688705105030032,-0.7100745032381517,0.413659688148062,Energy,3.14,4.96,negative,0.8341544318624605,neutral,0.5398065447807312,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Stock markets tumble amid fears of an economic slowdown and recession risks. We acknowledge the growing fiscal deficit and the risks associated with it.,20.0,acknowledge,"tumble, fears, slowdown, stock, markets, amid, an, economic, recession, and",253.5424904214559,
2022-07-29,CNBC,India’s fiscal deficit widens as government spending increases to boost growth.,We acknowledge the growing fiscal deficit and the risks associated with it.,-0.1475943220791212,8.37,-1.1738646911447377,96.4,0.1194520056605159,1.5128730485078663,1.46,21.13,NIFTY 50,-1.62,15879199.0,Trending on Twitter: #StockMarketCrash,Inflation Surge,Gold Price Trends,Geopolitical Event,0.2847321204277857,1.3518550611862483,-0.9412222477563852,-0.4169226903493014,Energy,-3.35,1.52,positive,0.8242669201582642,neutral,0.5398065447807312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India’s fiscal deficit widens as government spending increases to boost growth. We acknowledge the growing fiscal deficit and the risks associated with it.,11.0,associated,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",255.35009491903963,
2022-07-30,Reuters,India’s fiscal deficit widens as government spending increases to boost growth.,Rising bond yields indicate market expectations of an interest rate hike.,-0.9230230845607033,9.85,0.7932634367804314,63.0,1.121851371009276,1.0100215125452752,3.6,36.95,NIFTY 50,-2.85,1123322.0,Trending on Twitter: #OilPrices,Inflation Surge,Recession Risks,Central Bank Speech,-0.1153714467350003,1.0714124188540417,0.691969193019986,-0.9597676020100788,Consumer Goods,-3.48,-0.7,positive,0.8242669201582642,positive,0.9150083661079408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,India’s fiscal deficit widens as government spending increases to boost growth. Rising bond yields indicate market expectations of an interest rate hike.,4.0,bond,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",252.586874298541,
2022-07-31,CNBC,India’s fiscal deficit widens as government spending increases to boost growth.,"The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",1.3835489123124771,7.73,-0.5380801857103596,106.6,-1.1140541509985038,0.5438104921446013,1.0,21.43,S&P 500,0.31,37563250.0,Trending on Twitter: #StockMarketCrash,Inflation Surge,Interest Rate Forecast,Policy Announcement,-0.1366719244112928,0.5666156626560688,-0.1075746445758709,1.386627617244974,Consumer Goods,-0.76,-2.63,positive,0.8242669201582642,negative,0.5345921516418457,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,"India’s fiscal deficit widens as government spending increases to boost growth. The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",0.0,adjust,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",253.09607602339184,
2022-08-01,CNBC,India’s fiscal deficit widens as government spending increases to boost growth.,"The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",1.1535488556442108,7.16,0.8041315479844376,99.3,0.6389154469186856,-0.3925985112313812,-3.31,26.14,NIFTY 50,-1.72,30799872.0,Trending on Twitter: #Recession,Economic Slowdown,Gold Price Trends,Economic Report,0.5017667172916277,-0.5364587305172788,1.5786670982210782,-0.8648439016103798,Technology,-3.52,3.86,positive,0.8242669201582642,negative,0.5345921516418457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"India’s fiscal deficit widens as government spending increases to boost growth. The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",0.0,adjust,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",253.5424904214559,
2022-08-02,CNBC,India’s fiscal deficit widens as government spending increases to boost growth.,"Consumer confidence may decline if inflation persists, affecting market stability.",0.1875486176374943,5.11,-1.1684306355427343,62.5,0.9792535636050722,1.242253844991664,2.67,33.44,NIFTY 50,-1.34,29423080.0,Trending on Twitter: #OilPrices,Interest Rate Hike,Gold Price Trends,Policy Announcement,0.414837740828922,0.5042950754711338,1.142896760194901,1.2412757010079352,Energy,3.8,-3.87,positive,0.8242669201582642,negative,0.9654151201248168,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,"India’s fiscal deficit widens as government spending increases to boost growth. Consumer confidence may decline if inflation persists, affecting market stability.",1.0,affecting,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",253.09607602339184,
2022-08-03,CNBC,"Crude oil prices surge amid geopolitical tensions, raising concerns for emerging markets.",There is a possibility that economic recession might occur if growth slows further.,0.4044058139247166,8.79,1.358405219388768,91.7,0.4436337205227814,0.7837531489088744,4.56,27.17,S&P 500,-1.46,3030009.0,Trending on Twitter: #Recession,Inflation Surge,Interest Rate Forecast,Geopolitical Event,0.4136863636572299,1.622949615440715,1.1959470622154786,-1.0665567649597396,Finance,0.91,-4.49,negative,-0.3591873709943405,negative,0.9595176577568054,0.0,0.0,0.0,0.6,-0.7,1.0,0.1,0.35,"Crude oil prices surge amid geopolitical tensions, raising concerns for emerging markets. There is a possibility that economic recession might occur if growth slows further.",7.0,crude,"oil, prices, emerging, crude, geopolitical, tensions, surge, raising, for, amid",255.35009491903963,
2022-08-04,Bloomberg,India’s fiscal deficit widens as government spending increases to boost growth.,There is a possibility that economic recession might occur if growth slows further.,-0.1213086013170336,4.37,1.3040646633687347,100.0,-1.0438089256762362,0.6416723007946823,0.04,33.73,S&P 500,1.24,8906408.0,Trending on Twitter: #StockMarketCrash,Interest Rate Hike,Interest Rate Forecast,Geopolitical Event,0.4332597755759853,-1.4837316557282894,0.619972354563487,-1.3305633066964015,Finance,3.05,3.21,positive,0.8242669201582642,negative,0.9595176577568054,0.0,0.6,0.0,0.6,0.0,0.0,0.1,0.35,India’s fiscal deficit widens as government spending increases to boost growth. There is a possibility that economic recession might occur if growth slows further.,2.0,growth,"spending, indias, widens, boost, government, increases, fiscal, deficit, as, growth",255.35009491903963,
2022-08-05,Financial Times,Stock markets tumble amid fears of an economic slowdown and recession risks.,There is a possibility that economic recession might occur if growth slows further.,-0.7915944807502658,5.5,0.2715940989881212,76.3,0.3094653401572499,1.12689553115869,-4.92,36.95,NIFTY 50,-1.13,9507057.0,Trending on Twitter: #OilPrices,Interest Rate Hike,Stock Market News,Geopolitical Event,0.0855438697251616,-0.0597062385525267,-0.4069299202634193,-1.3513278661588357,Energy,-2.95,0.22,negative,0.8341544318624605,negative,0.9595176577568054,0.0,0.6,0.0,0.0,0.2,0.2,0.1,0.35,Stock markets tumble amid fears of an economic slowdown and recession risks. There is a possibility that economic recession might occur if growth slows further.,6.0,recession,"tumble, fears, slowdown, stock, markets, amid, an, economic, recession, and",255.35009491903963,
2022-08-06,Bloomberg,Stock markets tumble amid fears of an economic slowdown and recession risks.,"The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",0.693548742307679,3.5,-0.9293321890545928,60.7,-0.642708689086088,-1.2507180676872989,4.37,38.49,S&P 500,2.65,26580664.0,Trending on Twitter: #OilPrices,Economic Slowdown,Recession Risks,Economic Report,0.1258420707343624,-0.5208785837210451,-0.3614582328172094,1.4370558330823138,Consumer Goods,4.47,2.88,negative,0.8341544318624605,negative,0.5345921516418457,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,"Stock markets tumble amid fears of an economic slowdown and recession risks. The risks of inflation remain elevated, and we might have to adjust interest rates accordingly.",14.0,risks,"tumble, fears, slowdown, stock, markets, amid, an, economic, recession, and",253.5424904214559,
2022-08-07,Financial Times,Global inflation concerns rise as central banks consider interest rate hikes.,We acknowledge the growing fiscal deficit and the risks associated with it.,-0.2198800541748621,7.69,0.5378628234862798,107.2,-0.7888187577564045,-0.91581321141813,-1.06,37.14,S&P 500,0.61,22439788.0,Trending on Twitter: #InterestRateHike,Economic Slowdown,Interest Rate Forecast,Central Bank Speech,-0.0865870174427136,-0.6579838755279018,-0.6721814303663103,0.363231472310722,Finance,2.52,1.95,negative,-1.6532702115706648,neutral,0.5398065447807312,0.0,0.0,0.0,0.6,0.0,0.125,0.0,0.0,Global inflation concerns rise as central banks consider interest rate hikes. We acknowledge the growing fiscal deficit and the risks associated with it.,21.0,associated,"rise, global, hikes, banks, consider, central, concerns, rate, as, interest",252.586874298541,
2022-08-08,The Economic Times,Federal Reserve signals potential rate hike to combat inflation pressures.,We acknowledge the growing fiscal deficit and the risks associated with it.,-1.0478802581806193,9.67,-1.0814857459106828,82.5,0.4692732277654087,1.3342175850396036,4.08,32.21,NIFTY 50,-1.91,35575865.0,Trending on Twitter: #StockMarketCrash,Interest Rate Hike,Recession Risks,Policy Announcement,0.3676312767895714,-0.9913990169673034,1.4536199577440008,-0.2715707741122631,Consumer Goods,-4.47,2.46,positive,-0.3401840797945281,neutral,0.5398065447807312,0.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,Federal Reserve signals potential rate hike to combat inflation pressures. We acknowledge the growing fiscal deficit and the risks associated with it.,13.0,associated,"signals, reserve, pressures, potential, federal, combat, hike, rate, to, inflation",253.09607602339184,
